author,statement,source,date,label,BinaryTarget
Ciara O'Rourke,Photo shows a missing police officer in “extreme danger.”,Facebook posts,28-Mar-25,Pants Fire,0
Louis Jacobson,“Egg prices came down 50%”,Donald Trump,2-Apr-25,Half True,1
Louis Jacobson,"""The consumer confidence in this country has gone way down.""",Cory Booker,1-Apr-25,TRUE,0
Ciara O'Rourke,Images show damage from an “earthquake in Thailand.”,Facebook posts,28-Mar-25,FALSE,0
Maria Briceño,El presidente Donald Trump aprobó una nueva ley “que exige la implantación obligatoria de un chip en todos los extranjeros”.,TikTok posts,4-Mar-25,Pants Fire,0
Amy Sherman,“Seven counties in Wisconsin (ran) out of ballots” and it was “intentional” to diminish Republican voter turnout.,X posts,1-Apr-25,Barely True,0
Ciara O'Rourke,"“Elon Musk called for a boycott of ‘The View,’ labeling it ‘a meeting place for ignorant women.’”",Facebook posts,26-Mar-25,FALSE,0
Ciara O'Rourke,“Man gets plastic surgery and name change to date his ex-girlfriend after she obtains a restraining order.”,Viral image,18-Mar-25,Pants Fire,0
Louis Jacobson,Kilmar Armando Abrego Garcia “was a convicted MS-13 gang member.”,JD Vance,1-Apr-25,FALSE,0
Grace Abels,President Donald Trump “just suggested replacing pride month with veterans month in honor of those who served.”,Facebook posts,26-Mar-25,FALSE,0
Ciara O'Rourke,Says U.S. Rep. Majorie Taylor Green wrote on X that she is “a product of incest.”,Viral image,26-Mar-25,Pants Fire,0
Grace Abels,Screenshots show Speaker Mike Johnson messaging on Grindr.,TikTok posts,23-Mar-25,FALSE,0
Madison Czopek,Video shows “France and Denmark are sending troops to Greenland to prepare for (an) attack from Donald Trump.”,Facebook posts,30-Mar-25,FALSE,0
Grace Abels,"On PBS, ""they now have drag queen storytime instead of good old ‘Sesame Street.’""",Marjorie Taylor Greene,25-Mar-25,FALSE,0
Loreben Tuquero,Elon Musk funded a Neuralink implant procedure for a 7-year-old girl “who was diagnosed with a rare neurological disorder.”,Facebook posts,27-Mar-25,FALSE,0
Maria Briceño,"If you update your iPhone to iOS 18.3, you are going to have Starlink automatically installed in your phone.",TikTok posts,5-Mar-25,FALSE,0
Madison Czopek,“Hillary Clinton was sending classified documents that were stamped TS or TSSCI.”,Markwayne Mullin,25-Mar-25,FALSE,0
Loreben Tuquero,Image shows a “person dressed up as Pikachu to resist police violence” in Turkey.,Social Media,27-Mar-25,FALSE,0
Paul Specht,"North Carolina “always had nonpartisan judicial races, and when the Republicans took over several years ago they changed it.”",Sydney Batch,28-Feb-25,Barely True,0
Jeff Cercone,Videos show tornadoes hitting Seattle on March 26 and 27.,TikTok posts,26-Mar-25,Pants Fire,0
Louis Jacobson,“We have automobile plants being built at levels we've never seen … and they're going up fast.”,Donald Trump,26-Mar-25,Barely True,0
Loreben Tuquero,Phoenix’s increased wildfire risk is linked to Bill Gates’ “smart city” plans.,Facebook posts,4-Mar-25,FALSE,0
Maria Briceño,“Canada makes bold decision to shut down Tesla and the US auto industry.”,Facebook posts,22-Mar-25,FALSE,0
Jeff Cercone,"“Elon Musk exposes hidden $20K roof grant. Congress approved it.""",Facebook posts,21-Mar-25,Pants Fire,0
D.L. Davis,"""Brad Schimel said that he wanted to be part of Donald Trump's support network.""",Susan Crawford,12-Mar-25,Mostly True,1
Loreben Tuquero,Video shows the Bitcoin whitepaper “was spotted at the White House.”,Facebook posts,22-Mar-25,Pants Fire,0
Maria Briceño,“El nuevo presidente ha aprobado el Programa Nacional de Alivio de Deuda 2025 para todos los hispanoamericanos”.,Facebook posts,19-Mar-25,FALSE,0
Maria Briceño,Imagen muestra a “uno de los manifestantes que participó en el vandalismo contra un concesionario de Tesla. La deportación a El Salvador fue consecuencia de sus acciones”.,Facebook posts,23-Mar-25,FALSE,0
Claire Cranford,People can get student debt “erased” by filing Family Educational Rights and Privacy Act complaints because the Department of Government Efficiency accessed federal student loan databases.,TikTok posts,8-Feb-25,FALSE,0
Claire Cranford,Elon Musk said “Tesla is finished” and needs “drastic changes immediately.”,Facebook posts,21-Mar-25,FALSE,0
Grace Abels,"""Nobody was texting war plans"" in the Trump administration Signal group text about bombing Yemen.",Pete Hegseth,24-Mar-25,FALSE,0
Maria Briceño,“El presidente Donald Trump anunció una nueva ley que prohíbe a los inmigrantes hablar español en público en los Estados Unidos”.,TikTok posts,5-Mar-25,FALSE,0
Maria Briceño,“La medida audaz de Canadá: Tesla y la industria automotriz estadounidense cierran”.,Facebook posts,17-Mar-25,FALSE,0
Madison Czopek,Defense Secretary Pete Hegseth “removed Colin Powell’s name from a list of notable Americans buried at Arlington National Cemetery.”,X posts,20-Mar-25,FALSE,0
Julie Appleby,"“On Feb. 25, I voted yes on a budget resolution that protects Social Security, Medicare, and Medicaid while cutting some spending elsewhere.""",Nick LaLota,4-Mar-25,FALSE,0
Grace Abels,Video shows “leaked audio” of Vice President JD Vance criticizing Elon Musk and saying “he's making us look bad.”,X posts,23-Mar-25,FALSE,0
Maria Briceño,El presidente Donald Trump “firma orden ejecutiva para obligar a los bancos a que les quiten un 10% de dinero” de sus ahorros a los inmigrantes.,Facebook posts,19-Mar-25,FALSE,0
Jeff Cercone,"Netflix show “Adolescence” is based on Southport, England, knife attacker but the show “race swapped the actual killer from a black man/migrant to a white boy.”",Ian Miles Cheong,19-Mar-25,FALSE,0
Maria Briceño,“Nueva ley en EE.UU. impone cadena perpetua a inmigrantes que residen ilegalmente en el país”.,Facebook posts,8-Mar-25,FALSE,0
Louis Jacobson,The federal Education Department has a “budget of about $280 billion a year. Less than 25% goes to educating our students.”,Harriet Hageman,16-Mar-25,FALSE,0
Madison Czopek,Files reveal that John F. Kennedy Jr. wrote a 1994 letter calling then-Sen. Joe Biden “a traitor” before Kennedy’s 1999 death.,Facebook posts,18-Mar-25,FALSE,0
Amy Sherman,Says Ukraine President Volodymyr Zelenskyy “engaged in election interference by campaigning” in Pennsylvania for former Democratic presidential nominee Kamala Harris.,Facebook posts,1-Mar-25,FALSE,0
Louis Jacobson,“Social Security is the biggest Ponzi scheme of all time.”,Elon Musk,28-Feb-25,FALSE,0
Madison Czopek,"President Donald Trump wrote on Truth Social that, “After I’ve annexed Greenland and making it the 52nd State, I will annexe Alaska.”",Threads posts,15-Mar-25,FALSE,0
Jeff Cercone,"“A lot of studies” show that getting measles ""boosts your immune system later in life against cancers, atopic diseases, cardiac disease.""",Robert F. Kennedy Jr.,4-Mar-25,FALSE,0
Grace Abels,"A $600,000 federal grant went to study “menstrual cycles in transgender men.”",Brooke Rollins,7-Mar-25,FALSE,0
Suz Redfearn,“Breaking news: The Trump administration just announced that Medicare will stop covering telehealth starting April 1. … We need to stand up to these Medicare cuts.”,Ro Khanna,20-Feb-25,Half True,1
Louis Jacobson,"Former President Joe Biden’s pardons of lawmakers on the committee investigating the Jan. 6, 2021,  U.S. Capitol attack “are hereby declared void, vacant, and of no further force or effect,” because “they were done by autopen.”",Donald Trump,17-Mar-25,FALSE,0
Loreben Tuquero,"DOGE found former first lady Michelle Obama “has been receiving a monthly $122,000 payment from the (General Services Administration) since 2009.”",Facebook posts,13-Mar-25,FALSE,0
Grace Abels,Elon Musk “launches a public campaign to terminate ‘The View.’”,Facebook posts,6-Mar-25,FALSE,0
Sara Swann,Deceased InfoWars reporter Jamie White was on a “Ukrainian enemies hit list.”,Alex Jones,11-Mar-25,FALSE,0
Madison Czopek,The Department of Government Efficiency “found a $6 million grant awarded to Whoopi Goldberg to ‘promote diversity on The View.’”,Facebook posts,7-Mar-25,FALSE,0
Sara Swann,Girl Scout cookies are “toxic” because a study showed they contain glyphosate and heavy metals.,Social Media,25-Feb-25,Barely True,0
Loreben Tuquero,Video shows “Stacey Abrams admits the $2 billion Joe Biden’s EPA gave her was used to buy votes of people in Georgia by purchasing them new appliances.”,Facebook posts,9-Mar-25,FALSE,0
Louis Jacobson,“Tariffs are a tax cut for the American people.”,Karoline Leavitt,11-Mar-25,FALSE,0
Madeline Heim,“Eliminate school choice” is on Susan Crawford’s agenda.,Brad Schimel,6-Feb-25,FALSE,0
Louis Jacobson,"“Under the previous administration … the cost of a median-price home in America more than doubled, and that was just in four years.”",JD Vance,10-Mar-25,Mostly True,1
Louis Jacobson,“The number of full-time jobs (was) dropping almost the entire Biden administration.”,Rick Scott,9-Mar-25,FALSE,0
Louis Jacobson,"During President Joe Biden’s four years in office, “31% of U.S. job growth” came from public-sector jobs.",X posts,7-Mar-25,FALSE,0
Maria Briceño,El 3 de marzo del 2025 falleció el presidente Donald Trump en un accidente de helicóptero.,Facebook posts,3-Mar-25,Pants Fire,0
Amy Sherman,"""All armed services are having among the best recruiting results ever” because of Trump policies, and “it was just a few months ago where the results were exactly the opposite.”",Donald Trump,4-Mar-25,Barely True,0
Hope Karnopp,“71 out of 72 Wisconsin counties filed lawsuits against Purdue Pharma. Brad Schimel refused to join them.”,A Better Wisconsin Together,24-Feb-25,Half True,1
Jeff Cercone,Photo shows first lady Melania Trump crying.,Facebook posts,10-Mar-25,Pants Fire,0
Jeff Cercone,Video shows President Donald Trump admitting he became president because of a “rigged” 2024 election.,Social Media,9-Mar-25,FALSE,0
Loreben Tuquero,Audio shows a BBC reporter making a vulgar comment about an Oval Office meeting between President Donald Trump and Ukraine President Volodymyr Zelenskyy.,Social Media,5-Mar-25,Pants Fire,0
Maria Briceño,"""Nueva orden ejecutiva desde la Casa Blanca tiene identificado a más de 47,000 cubanos con residencia legal los cuales serán puestos en proceso de deportación por haber viajado a Cuba después de su aprobación de asilo político"".",Facebook posts,20-Feb-25,FALSE,0
Loreben Tuquero,"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",Social Media,3-Mar-25,FALSE,0
Maria Briceño,"A partir del 28 de febrero “para comprar en supermercados pedirán tu identificación, pero no es por seguridad, es para cazar inmigrantes ilegales”.",TikTok posts,25-Mar-25,FALSE,0
Jeff Cercone,"""Apple quietly removed International Women’s Day from their calendar app.”",Social Media,5-Mar-25,FALSE,0
Sofia Ahmed,U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,Laura Loomer,24-Feb-25,FALSE,0
Claire Cranford,U.S. Rep. Nancy Pelosi’s vineyard received $14 million in U.S. Agency for International Development funds for “experimental farming.”,Social Media,25-Feb-25,FALSE,0
Louis Jacobson,Elon Musk’s Department of Government Efficiency is “polling very well. It’s very popular.”,Larry Kudlow,4-Mar-25,Barely True,0
Loreben Tuquero,“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,Social Media,26-Feb-25,Pants Fire,0
Madison Czopek,The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,Donald Trump,4-Mar-25,FALSE,0
Loreben Tuquero,"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",X posts,4-Mar-25,Pants Fire,0
Claire Cranford,Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,Social Media,15-Feb-25,FALSE,0
D.L. Davis,"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",Cavalier Johnson,19-Jan-25,TRUE,0
Loreben Tuquero,"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",Facebook posts,22-Feb-25,FALSE,0
Jeff Cercone,“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,Threads posts,25-Feb-25,Pants Fire,0
Sara Swann,"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",Social Media,24-Feb-25,FALSE,0
Loreben Tuquero,"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",Facebook posts,19-Feb-25,FALSE,0
Hope Karnopp,“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,Joel Kitchens,19-Feb-25,TRUE,0
Jeff Cercone,"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",Social Media,24-Feb-25,FALSE,0
Madison Czopek,"Former President Joe Biden “fired” 14,000 Keystone XL pipeline workers “​​on day one” of his administration.",Facebook posts,18-Feb-25,Barely True,0
